Period,Month,Shop,Category,Drink,Quantity,Net Revenue,Transactions
Last Year 3M,2025-07,Kilkenny Plus,Milk tea,Strawberry milk tea,1.0,4.75,1
Last Year 3M,2025-07,Kilkenny Plus,Milk tea,Taro milk tea,13.0,63.15,13
Last Year 3M,2025-07,Kilkenny Plus,Milk tea,Tiger Milk,31.0,153.55,29
Last Year 3M,2025-07,Kilkenny Plus,Namo Plus,Starboy,68.0,263.16,54
Last Year 3M,2025-07,Kilkenny Plus,Smoothies,Dream,11.0,65.75,11
Last Year 3M,2025-07,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,12.0,69.9,12
Last Year 3M,2025-07,Kilkenny Plus,Specials,Pink velvet (coffee),2.0,9.8,2
Last Year 3M,2025-07,Kilkenny Plus,Specials,Piñalada,8.0,40.2,8
Last Year 3M,2025-07,Kilkenny Plus,Specials,Straw Matcha (excl boba),45.0,213.55,42
Last Year 3M,2025-07,Kilkenny Plus,Specials,Strawberry red velvet milk t,1.0,4.14,1
Last Year 3M,2025-07,Portlaoise,Acai bowls & Smoothies,Classic acai,239.0,2035.96,206
Last Year 3M,2025-07,Portlaoise,Coffee & more,Americano,16.0,56.0,15
Last Year 3M,2025-07,Portlaoise,Coffee & more,Bueno iced latte,30.0,155.56,30
Last Year 3M,2025-07,Portlaoise,Coffee & more,Cappuccino,18.0,68.03,16
Last Year 3M,2025-07,Portlaoise,Coffee & more,Cinnamel Latte,1.0,0.0,1
Last Year 3M,2025-07,Portlaoise,Coffee & more,Flat white,4.0,13.4,4
Last Year 3M,2025-07,Portlaoise,Coffee & more,Iced Americano,3.0,15.0,3
Last Year 3M,2025-07,Portlaoise,Coffee & more,Iced Vanilla cold cap,1.0,4.85,1
Last Year 3M,2025-07,Portlaoise,Coffee & more,Iced caramel latte,67.0,340.28,56
Last Year 3M,2025-07,Portlaoise,Coffee & more,Iced latte (1),7.0,40.85,7
Last Year 3M,2025-07,Portlaoise,Coffee & more,Latte,20.0,74.2,18
Last Year 3M,2025-07,Portlaoise,Coffee & more,Pistachio latte,14.0,71.5,14
Last Year 3M,2025-07,Portlaoise,Coffee & more,Tea,5.0,12.5,5
Last Year 3M,2025-07,Portlaoise,Coffee & more,Toasted brown sugar,22.0,118.69,22
Last Year 3M,2025-07,Portlaoise,Coffee & more,White chocolate mocha,14.0,69.3,14
Last Year 3M,2025-07,Portlaoise,Fruit tea,Apple Soda,3.0,12.66,3
Last Year 3M,2025-07,Portlaoise,Fruit tea,Apple lemonade tea,21.0,81.77,19
Last Year 3M,2025-07,Portlaoise,Fruit tea,Mango Iced Teas,1.0,3.05,1
Last Year 3M,2025-07,Portlaoise,Fruit tea,Mango Passion Lemonade,100.0,401.48,88
Last Year 3M,2025-07,Portlaoise,Fruit tea,Strawberry Lemonade,123.0,483.59,110
Last Year 3M,2025-07,Portlaoise,Fruit tea,Strawberry Passion lemonade,18.0,72.88,18
Last Year 3M,2025-07,Portlaoise,Fruit tea,Watermelon Lemonade,1.0,3.7,1
Last Year 3M,2025-07,Portlaoise,Fruit tea,mango passion Fruit Tea,4.0,19.5,4
Last Year 3M,2025-07,Portlaoise,Milk tea,Bueno Bliss Boba,33.0,165.55,28
Last Year 3M,2025-07,Portlaoise,Milk tea,Earl Grey,2.0,9.5,2
Last Year 3M,2025-07,Portlaoise,Milk tea,Honey Mango Latte,1.0,4.65,1
Last Year 3M,2025-07,Portlaoise,Milk tea,Matcha Latte (no boba),24.0,124.62,24
Last Year 3M,2025-07,Portlaoise,Milk tea,Oat matcha latte HOT (no boba),2.0,9.7,1
Last Year 3M,2025-07,Portlaoise,Milk tea,Original milk tea,73.0,376.86,61
Last Year 3M,2025-07,Portlaoise,Milk tea,Pistachio Crunch Latte,4.0,21.2,4
Last Year 3M,2025-07,Portlaoise,Milk tea,Strawberry Sunset,3.0,16.2,3
Last Year 3M,2025-07,Portlaoise,Milk tea,Taro milk tea,13.0,64.05,12
Last Year 3M,2025-07,Portlaoise,Milk tea,Tiger Milk,13.0,69.85,13
Last Year 3M,2025-07,Portlaoise,Namo Plus,Starboy,91.0,363.33,83
Last Year 3M,2025-07,Portlaoise,Smoothies,Dream,30.0,183.04,29
Last Year 3M,2025-07,Portlaoise,Smoothies,Mango Passionfruit smoothie,24.0,144.98,23
Last Year 3M,2025-07,Portlaoise,Specials,Enchiladas,3.0,29.07,3
Last Year 3M,2025-07,Portlaoise,Specials,Loaded Chipotle Wedges,4.0,43.7,4
Last Year 3M,2025-07,Portlaoise,Specials,Piñalada,7.0,33.6,6
Last Year 3M,2025-07,Portlaoise,Specials,Quesadilla,23.0,234.45,19
Last Year 3M,2025-07,Portlaoise,Specials,Straw Matcha (excl boba),44.0,228.0,40
Last Year 3M,2025-07,Portlaoise,Specials,strawberry pinalada,3.0,15.3,3
Last Year Oct-Mar,2024-10,Carlow,Acai bowls & Smoothies,Classic acai,248.0,2036.51,212
Last Year Oct-Mar,2024-10,Carlow,Acai bowls & Smoothies,FruitNinja,26.0,213.4,21
Last Year Oct-Mar,2024-10,Carlow,Acai bowls & Smoothies,MangoLoco,12.0,98.5,12
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Americano,47.0,164.5,38
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Bueno iced latte,69.0,368.91,67
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Cappuccino,48.0,168.0,44
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Chai latte,3.0,9.75,3
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Cinnamel Latte,10.0,50.1,10
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Espresso,5.0,12.5,4
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Flat white,12.0,40.65,12
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Iced caramel latte,66.0,330.55,59
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Latte,67.0,220.93,60
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,Toasted brown sugar,36.0,194.85,31
Last Year Oct-Mar,2024-10,Carlow,Coffee & more,White chocolate mocha,49.0,249.0,44
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Apple Soda,11.0,43.56,10
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Apple lemonade tea,12.0,49.05,12
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Dragonfruit Lychee,11.0,46.53,11
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Lychee IT,4.0,14.73,4
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Mango Passion Lemonade,4.0,15.12,4
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Passionfruit IT,2.0,8.29,2
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Peach iced tea,3.0,11.1,3
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Strawberry Lemonade,47.0,187.21,41
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Strawberry Passion lemonade,50.0,207.45,46
Last Year Oct-Mar,2024-10,Carlow,Fruit tea,Watermelon Lemonade,41.0,160.46,32
Last Year Oct-Mar,2024-10,Carlow,Milk tea,Mango Milk tea,6.0,31.5,5
Last Year Oct-Mar,2024-10,Carlow,Milk tea,Matcha Latte,19.0,97.45,19
Last Year Oct-Mar,2024-10,Carlow,Milk tea,Original milk tea,41.0,207.95,36
Last Year Oct-Mar,2024-10,Carlow,Milk tea,Strawberry Sunset,28.0,149.7,25
Last Year Oct-Mar,2024-10,Carlow,Milk tea,Strawberry milk tea,1.0,4.75,1
Last Year Oct-Mar,2024-10,Carlow,Milk tea,Taro milk tea,13.0,67.65,13
Last Year Oct-Mar,2024-10,Carlow,Milk tea,Thai tea,24.0,120.3,23
Last Year Oct-Mar,2024-10,Carlow,Milk tea,Tiger Milk,6.0,29.4,5
Last Year Oct-Mar,2024-10,Carlow,Namo Plus,Latte vanilla cold cap,25.0,130.15,24
Last Year Oct-Mar,2024-10,Carlow,Namo Plus,Mango Passionfruit smoothie,7.0,43.85,7
Last Year Oct-Mar,2024-10,Carlow,Namo Plus,Pistachio latte,4.0,19.8,4
Last Year Oct-Mar,2024-10,Carlow,Namo Plus,Starboy,71.0,281.76,65
Last Year Oct-Mar,2024-10,Carlow,Namo Plus,Strawberry Dream,15.0,85.68,11
Last Year Oct-Mar,2024-10,Carlow,Smoothies,Dragonfruit Strawberry,9.0,52.07,9
Last Year Oct-Mar,2024-10,Carlow,Specials,Frappé,5.0,27.4,5
Last Year Oct-Mar,2024-10,Carlow,Specials,Loaded Chipotle Wedges,28.0,271.28,26
Last Year Oct-Mar,2024-10,Carlow,Specials,Piñalada,3.0,15.3,3
Last Year Oct-Mar,2024-10,Carlow,Specials,Quesadilla,63.0,611.9,60
Last Year Oct-Mar,2024-10,Carlow,Specials,Straw Matcha,18.0,90.0,17
Last Year Oct-Mar,2024-10,Carlow,Specials,strawberry pinalada,3.0,16.2,3
Last Year Oct-Mar,2024-10,Clonmel,Acai bowls & Smoothies,3€ Coffe,10.0,30.0,8
Last Year Oct-Mar,2024-10,Clonmel,Acai bowls & Smoothies,Classic acai,169.0,1427.5,142
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Americano,39.0,136.5,39
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Bueno iced latte,44.0,237.1,43
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Cappuccino,44.0,159.2,40
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Chai latte,1.0,4.65,1
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Cinnamel Latte,2.0,10.2,2
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Espresso,4.0,10.0,4
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Flat white,5.0,16.75,5
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Iced Americano,1.0,4.7,1
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Iced Vanilla cold cap,1.0,4.85,1
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Iced caramel latte,25.0,120.39,25
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Latte,30.0,109.9,27
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,Toasted brown sugar,10.0,50.75,10
Last Year Oct-Mar,2024-10,Clonmel,Coffee & more,White chocolate mocha,17.0,85.35,12
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Apple Soda,10.0,37.63,9
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Apple lemonade tea,16.0,64.01,15
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Lemonade no boba medium,6.0,19.82,5
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Mango Passion Lemonade,1.0,3.78,1
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Mango Soda (NEW),6.0,24.87,6
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Passion black tea,1.0,4.23,1
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Peach iced tea,1.0,3.7,1
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Starboy,97.0,344.52,83
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Strawberry Lemonade,54.0,210.86,48
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Strawberry Passion lemonade,35.0,146.0,34
Last Year Oct-Mar,2024-10,Clonmel,Fruit tea,Watermelon Lemonade,48.0,193.46,45
Last Year Oct-Mar,2024-10,Clonmel,Milk tea,Mango Milk tea,2.0,8.32,2
Last Year Oct-Mar,2024-10,Clonmel,Milk tea,Matcha Latte,11.0,53.15,11
Last Year Oct-Mar,2024-10,Clonmel,Milk tea,Original milk tea,37.0,188.05,30
Last Year Oct-Mar,2024-10,Clonmel,Milk tea,Strawberry Sunset,28.0,143.4,27
Last Year Oct-Mar,2024-10,Clonmel,Milk tea,Strawberry milk tea,2.0,9.5,2
Last Year Oct-Mar,2024-10,Clonmel,Milk tea,Taro milk tea,20.0,102.9,16
Last Year Oct-Mar,2024-10,Clonmel,Milk tea,Thai tea,1.0,5.65,1
Last Year Oct-Mar,2024-10,Clonmel,Milk tea,Tiger Milk,16.0,59.31,16
Last Year Oct-Mar,2024-10,Clonmel,Namo Plus,Mango Passionfruit smoothie,17.0,96.99,16
Last Year Oct-Mar,2024-10,Clonmel,Namo Plus,Strawberry Dream,8.0,46.0,7
Last Year Oct-Mar,2024-10,Clonmel,Specials,Enchiladas,2.0,19.82,2
Last Year Oct-Mar,2024-10,Clonmel,Specials,Loaded Chipotle Wedges,15.0,133.02,15
Last Year Oct-Mar,2024-10,Clonmel,Specials,Quesadilla,37.0,356.3,35
Last Year Oct-Mar,2024-10,Clonmel,Specials,strawberry pinalada,10.0,51.6,10
Last Year Oct-Mar,2024-11,Carlow,Acai bowls & Smoothies,Classic acai,193.0,1633.38,155
Last Year Oct-Mar,2024-11,Carlow,Acai bowls & Smoothies,FruitNinja,6.0,50.7,5
Last Year Oct-Mar,2024-11,Carlow,Acai bowls & Smoothies,MangoLoco,6.0,51.6,5
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Americano,26.0,88.36,23
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Bueno iced latte,52.0,262.25,50
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Cappuccino,55.0,200.37,50
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Chai latte,1.0,5.25,1
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Cinnamel Latte,3.0,14.85,3
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Dirty Chai,1.0,4.85,1
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,DoubleEspesso,1.0,3.5,1
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Espresso,2.0,5.0,2
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Flat white,8.0,26.8,7
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Iced Americano,1.0,5.05,1
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Iced caramel latte,42.0,218.67,40
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Latte,74.0,264.78,64
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,T.Coconut BSug,4.0,23.0,3
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,Toasted brown sugar,25.0,127.85,23
Last Year Oct-Mar,2024-11,Carlow,Coffee & more,White chocolate mocha,31.0,155.4,26
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Apple Soda,7.0,27.12,7
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Apple lemonade tea,11.0,43.33,11
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Dragonfruit Lychee,4.0,16.92,4
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Lychee IT,3.0,11.96,3
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Mango Passion Lemonade,4.0,15.12,4
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Mango Soda (NEW),1.0,3.78,1
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Passionfruit IT,2.0,7.56,2
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Strawberry Lemonade,46.0,187.21,40
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Strawberry Passion lemonade,40.0,166.31,36
Last Year Oct-Mar,2024-11,Carlow,Fruit tea,Watermelon Lemonade,27.0,104.08,24
Last Year Oct-Mar,2024-11,Carlow,Milk tea,Mango Milk tea,7.0,36.15,6
Last Year Oct-Mar,2024-11,Carlow,Milk tea,Matcha Latte,10.0,50.8,10
Last Year Oct-Mar,2024-11,Carlow,Milk tea,Original milk tea,24.0,125.4,21
Last Year Oct-Mar,2024-11,Carlow,Milk tea,Strawberry Sunset,23.0,120.3,21
Last Year Oct-Mar,2024-11,Carlow,Milk tea,Strawberry milk tea,1.0,4.75,1
Last Year Oct-Mar,2024-11,Carlow,Milk tea,Taro milk tea,18.0,91.8,16
Last Year Oct-Mar,2024-11,Carlow,Milk tea,Thai tea,19.0,99.25,17
Last Year Oct-Mar,2024-11,Carlow,Milk tea,Tiger Milk,3.0,16.95,3
Last Year Oct-Mar,2024-11,Carlow,Namo Plus,Latte vanilla cold cap,17.0,93.85,13
Last Year Oct-Mar,2024-11,Carlow,Namo Plus,Mango Passionfruit smoothie,8.0,48.7,8
Last Year Oct-Mar,2024-11,Carlow,Namo Plus,Starboy,65.0,254.94,59
Last Year Oct-Mar,2024-11,Carlow,Namo Plus,Strawberry Dream,6.0,34.5,4
Last Year Oct-Mar,2024-11,Carlow,Smoothies,Large,1.0,0.9,1
Last Year Oct-Mar,2024-11,Carlow,Specials,Enchiladas,8.0,77.17,7
Last Year Oct-Mar,2024-11,Carlow,Specials,Frappé,4.0,21.2,3
Last Year Oct-Mar,2024-11,Carlow,Specials,Loaded Chipotle Wedges,45.0,411.3,43
Last Year Oct-Mar,2024-11,Carlow,Specials,Piñalada,7.0,38.1,7
Last Year Oct-Mar,2024-11,Carlow,Specials,Quesadilla,66.0,652.2,66
Last Year Oct-Mar,2024-11,Carlow,Specials,Straw Matcha,1.0,5.65,1
Last Year Oct-Mar,2024-11,Carlow,Specials,strawberry pinalada,3.0,15.3,3
Last Year Oct-Mar,2024-11,Clonmel,Acai bowls & Smoothies,3€ Coffe,15.0,45.0,14
Last Year Oct-Mar,2024-11,Clonmel,Acai bowls & Smoothies,Classic acai,102.0,859.5,92
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Americano,25.0,87.5,24
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Bueno iced latte,60.0,308.93,51
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Cappuccino,57.0,211.95,51
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Chai latte,1.0,4.65,1
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Cinnamel Latte,6.0,27.9,5
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Dirty Chai,1.0,4.85,1
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Espresso,4.0,10.0,4
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Flat white,10.0,34.45,9
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Iced Vanilla cold cap,1.0,5.75,1
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Iced caramel latte,33.0,181.4,30
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Latte,70.0,260.5,60
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,Toasted brown sugar,11.0,56.65,10
Last Year Oct-Mar,2024-11,Clonmel,Coffee & more,White chocolate mocha,7.0,34.35,7
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Apple Soda,16.0,57.5,15
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Apple lemonade tea,8.0,32.11,8
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Lemonade no boba medium,5.0,16.54,4
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Mango Soda (NEW),7.0,28.65,7
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Peach iced tea,2.0,6.47,2
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Starboy,15.0,55.85,13
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Strawberry Lemonade,43.0,172.37,40
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Strawberry Passion lemonade,27.0,108.71,27
Last Year Oct-Mar,2024-11,Clonmel,Fruit tea,Watermelon Lemonade,36.0,136.81,32
Last Year Oct-Mar,2024-11,Clonmel,Milk tea,Mango Milk tea,1.0,4.65,1
Last Year Oct-Mar,2024-11,Clonmel,Milk tea,Matcha Latte,16.0,79.3,15
Last Year Oct-Mar,2024-11,Clonmel,Milk tea,Original milk tea,29.0,144.95,24
Last Year Oct-Mar,2024-11,Clonmel,Milk tea,Strawberry Sunset,20.0,103.2,18
Last Year Oct-Mar,2024-11,Clonmel,Milk tea,Strawberry milk tea,1.0,4.75,1
Last Year Oct-Mar,2024-11,Clonmel,Milk tea,Taro milk tea,18.0,91.8,14
Last Year Oct-Mar,2024-11,Clonmel,Milk tea,Tiger Milk,17.0,58.76,14
Last Year Oct-Mar,2024-11,Clonmel,Namo Plus,Mango Passionfruit smoothie,9.0,53.55,9
Last Year Oct-Mar,2024-11,Clonmel,Namo Plus,Star boy,32.0,120.22,28
Last Year Oct-Mar,2024-11,Clonmel,Namo Plus,Strawberry Dream,7.0,40.25,7
Last Year Oct-Mar,2024-11,Clonmel,Specials,Enchiladas,5.0,37.0,5
Last Year Oct-Mar,2024-11,Clonmel,Specials,Loaded Chipotle Wedges,10.0,84.57,9
Last Year Oct-Mar,2024-11,Clonmel,Specials,Quesadilla,36.0,349.34,35
Last Year Oct-Mar,2024-11,Clonmel,Specials,strawberry pinalada,13.0,66.9,12
Last Year Oct-Mar,2024-11,Kilkenny Mexican,Specials,Enchiladas,4.0,40.09,4
Last Year Oct-Mar,2024-11,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,31.0,271.36,31
Last Year Oct-Mar,2024-11,Kilkenny Mexican,Specials,Quesadilla,58.0,572.74,53
Last Year Oct-Mar,2024-11,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,10.0,86.0,9
Last Year Oct-Mar,2024-11,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,5.0,40.0,5
Last Year Oct-Mar,2024-11,Kilkenny Plus,Acai bowls & Smoothies,Medium Acai Bowl,75.0,339.74,46
Last Year Oct-Mar,2024-11,Kilkenny Plus,Acai bowls & Smoothies,Small Acai Bowl,17.0,93.5,15
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Americano,7.0,24.5,7
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Bueno iced latte,13.0,64.85,13
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Cappuccino,21.0,76.65,20
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Cinnamel Latte,2.0,9.3,2
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Espresso,1.0,2.5,1
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Flat white,2.0,0.0,1
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Iced Americano,1.0,4.7,1
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Iced Vanilla cold cap,2.0,9.7,2
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Iced caramel latte,17.0,84.25,16
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Latte,9.0,33.79,9
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,Toasted brown sugar,8.0,41.5,8
Last Year Oct-Mar,2024-11,Kilkenny Plus,Coffee & more,White chocolate mocha,6.0,29.4,6
Last Year Oct-Mar,2024-11,Kilkenny Plus,Fruit tea,Apple lemonade tea,49.0,186.91,45
Last Year Oct-Mar,2024-11,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,4.0,15.12,4
Last Year Oct-Mar,2024-11,Kilkenny Plus,Fruit tea,Mango Soda (NEW),7.0,28.65,5
Last Year Oct-Mar,2024-11,Kilkenny Plus,Fruit tea,Passion black tea,1.0,3.5,1
Last Year Oct-Mar,2024-11,Kilkenny Plus,Fruit tea,Peach iced tea,2.0,8.13,2
Last Year Oct-Mar,2024-11,Kilkenny Plus,Fruit tea,Strawberry Lemonade,35.0,136.24,34
Last Year Oct-Mar,2024-11,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,15.0,61.18,15
Last Year Oct-Mar,2024-11,Kilkenny Plus,Fruit tea,Watermelon Lemonade,35.0,132.41,29
Last Year Oct-Mar,2024-11,Kilkenny Plus,Milk tea,Mango Milk tea,12.0,46.35,10
Last Year Oct-Mar,2024-11,Kilkenny Plus,Milk tea,Matcha Latte,14.0,70.1,13
Last Year Oct-Mar,2024-11,Kilkenny Plus,Milk tea,Original milk tea,58.0,287.5,51
Last Year Oct-Mar,2024-11,Kilkenny Plus,Milk tea,Strawberry Sunset,31.0,154.2,27
Last Year Oct-Mar,2024-11,Kilkenny Plus,Milk tea,Strawberry milk tea,4.0,16.95,4
Last Year Oct-Mar,2024-11,Kilkenny Plus,Milk tea,Taro milk tea,15.0,70.65,12
Last Year Oct-Mar,2024-11,Kilkenny Plus,Milk tea,Tiger Milk,26.0,129.8,24
Last Year Oct-Mar,2024-11,Kilkenny Plus,Namo Plus,Mango Passionfruit smoothie,6.0,35.4,6
Last Year Oct-Mar,2024-11,Kilkenny Plus,Namo Plus,Starboy,109.0,422.01,95
Last Year Oct-Mar,2024-11,Kilkenny Plus,Namo Plus,Strawberry Dream,4.0,23.0,4
Last Year Oct-Mar,2024-11,Kilkenny Plus,Smoothies,Dragonfruit Strawberry,5.0,30.55,4
Last Year Oct-Mar,2024-11,Kilkenny Plus,Specials,Piñalada,12.0,59.4,12
Last Year Oct-Mar,2024-11,Kilkenny Plus,Specials,Straw Matcha,9.0,45.45,9
Last Year Oct-Mar,2024-11,Kilkenny Plus,Specials,strawberry pinalada,2.0,10.5,2
Last Year Oct-Mar,2024-12,Carlow,Acai bowls & Smoothies,Classic acai,138.0,1175.0,107
Last Year Oct-Mar,2024-12,Carlow,Acai bowls & Smoothies,FruitNinja,7.0,54.9,6
Last Year Oct-Mar,2024-12,Carlow,Acai bowls & Smoothies,MangoLoco,7.0,59.6,6
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,Americano,6.0,19.25,4
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,Bueno iced latte,15.0,68.81,14
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,Cappuccino,15.0,55.15,14
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,Cinnamel Latte,2.0,10.2,2
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,Espresso,1.0,1.88,1
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,Flat white,1.0,3.7,1
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,Iced caramel latte,7.0,35.75,7
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,Latte,6.0,19.2,6
Last Year Oct-Mar,2024-12,Carlow,Coffee & more,White chocolate mocha,11.0,60.75,10
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Apple Soda,7.0,25.9,6
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Apple lemonade tea,4.0,16.42,4
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Lychee IT,3.0,11.22,2
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Mango Passion Lemonade,9.0,32.14,8
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Passion black tea,1.0,3.5,1
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Passionfruit IT,4.0,16.58,2
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Strawberry Lemonade,44.0,174.2,38
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Strawberry Passion lemonade,31.0,123.11,29
Last Year Oct-Mar,2024-12,Carlow,Fruit tea,Watermelon Lemonade,22.0,78.74,19
Last Year Oct-Mar,2024-12,Carlow,Milk tea,Mango Milk tea,1.0,5.55,1
Last Year Oct-Mar,2024-12,Carlow,Milk tea,Matcha Latte,9.0,41.0,9
Last Year Oct-Mar,2024-12,Carlow,Milk tea,Original milk tea,18.0,93.99,18
Last Year Oct-Mar,2024-12,Carlow,Milk tea,Strawberry Sunset,15.0,76.58,15
Last Year Oct-Mar,2024-12,Carlow,Milk tea,Strawberry milk tea,1.0,4.75,1
Last Year Oct-Mar,2024-12,Carlow,Milk tea,Taro milk tea,11.0,49.2,11
