Period,Shop,Category,Drink,Quantity,Net Revenue,Gross Sales,Discounts,Transactions,Avg Price
Last Year Oct-Mar,Carlow,Namo Plus,Starboy,411.0,1625.6,1999.5,-15.92,375,3.96
Last Year Oct-Mar,Carlow,Namo Plus,Strawberry Dream,31.0,176.24,176.24,-2.01,24,5.69
Last Year Oct-Mar,Carlow,Namo Plus Extras,3€ Coffee Deal,1.0,3.0,3.0,0.0,1,3.0
Last Year Oct-Mar,Carlow,Namo Plus Extras,Large,2.0,1.8,1.8,0.0,2,0.9
Last Year Oct-Mar,Carlow,Smoothies,Dragonfruit Strawberry,9.0,52.07,52.07,-0.58,9,5.79
Last Year Oct-Mar,Carlow,Smoothies,Dream,19.0,111.6,111.6,-5.75,18,5.87
Last Year Oct-Mar,Carlow,Smoothies,Large,3.0,2.7,2.7,0.0,3,0.9
Last Year Oct-Mar,Carlow,Smoothies,Mango Passionfruit smoothie,59.0,353.8,353.8,-8.85,53,6.0
Last Year Oct-Mar,Carlow,Specials,Cinema deal (mon - wed),15.0,215.97,245.1,0.0,13,14.4
Last Year Oct-Mar,Carlow,Specials,Enchiladas,71.0,698.8,793.2,-11.0,68,9.84
Last Year Oct-Mar,Carlow,Specials,Frappé,11.0,56.55,56.55,-2.65,9,5.14
Last Year Oct-Mar,Carlow,Specials,Loaded Chipotle Wedges,243.0,2340.22,2656.45,-123.75,226,9.63
Last Year Oct-Mar,Carlow,Specials,Passionfruit Soda,5.0,21.09,25.95,0.0,5,4.22
Last Year Oct-Mar,Carlow,Specials,Pink velvet (coffee),36.0,180.39,180.39,-1.41,34,5.01
Last Year Oct-Mar,Carlow,Specials,Piñalada,41.0,215.7,215.7,0.0,39,5.26
Last Year Oct-Mar,Carlow,Specials,Quesadilla,406.0,4032.14,4576.82,-56.63,388,9.93
Last Year Oct-Mar,Carlow,Specials,Straw Matcha,55.0,283.75,283.75,0.0,52,5.16
Last Year Oct-Mar,Carlow,Specials,Strawberry red velvet milk t,45.0,171.77,234.45,0.0,43,3.82
Last Year Oct-Mar,Carlow,Specials,strawberry pinalada,30.0,156.98,156.98,-1.42,27,5.23
Last Year Oct-Mar,Clonmel,Acai bowls & Smoothies,3€ Coffe,38.0,114.0,114.0,0.0,34,3.0
Last Year Oct-Mar,Clonmel,Acai bowls & Smoothies,Classic acai,1044.0,8831.24,8831.24,-48.01,940,8.46
Last Year Oct-Mar,Clonmel,Coffee & more,3€ Coffe,24.0,72.0,72.0,0.0,20,3.0
Last Year Oct-Mar,Clonmel,Coffee & more,Americano,155.0,542.5,542.5,0.0,152,3.5
Last Year Oct-Mar,Clonmel,Coffee & more,Bueno iced latte,276.0,1422.9,1422.9,-18.9,248,5.16
Last Year Oct-Mar,Clonmel,Coffee & more,Cappuccino,266.0,973.84,973.84,-11.31,240,3.66
Last Year Oct-Mar,Clonmel,Coffee & more,Chai latte,5.0,23.85,23.85,0.0,5,4.77
Last Year Oct-Mar,Clonmel,Coffee & more,Cinnamel Latte,37.0,180.95,180.95,0.0,33,4.89
Last Year Oct-Mar,Clonmel,Coffee & more,Dirty Chai,2.0,9.7,9.7,0.0,2,4.85
Last Year Oct-Mar,Clonmel,Coffee & more,Espresso,20.0,50.0,50.0,0.0,19,2.5
Last Year Oct-Mar,Clonmel,Coffee & more,Flat white,41.0,139.16,139.16,-0.34,40,3.39
Last Year Oct-Mar,Clonmel,Coffee & more,Hot Choc,13.0,45.5,45.5,0.0,7,3.5
Last Year Oct-Mar,Clonmel,Coffee & more,Iced Americano,6.0,30.0,30.0,0.0,6,5.0
Last Year Oct-Mar,Clonmel,Coffee & more,Iced Vanilla cold cap,27.0,134.3,134.3,-4.85,26,4.97
Last Year Oct-Mar,Clonmel,Coffee & more,Iced caramel latte,150.0,780.59,780.59,-13.31,140,5.2
Last Year Oct-Mar,Clonmel,Coffee & more,Latte,262.0,985.18,985.18,-16.42,241,3.76
Last Year Oct-Mar,Clonmel,Coffee & more,Pistachio latte,1.0,4.85,4.85,0.0,1,4.85
Last Year Oct-Mar,Clonmel,Coffee & more,Toasted brown sugar,49.0,254.9,254.9,0.0,47,5.2
Last Year Oct-Mar,Clonmel,Coffee & more,White chocolate mocha,96.0,474.3,474.3,0.0,85,4.94
Last Year Oct-Mar,Clonmel,Fruit tea,Apple Soda,36.0,129.36,176.52,-4.65,34,3.59
Last Year Oct-Mar,Clonmel,Fruit tea,Apple lemonade tea,87.0,334.42,411.39,-13.11,80,3.84
Last Year Oct-Mar,Clonmel,Fruit tea,Lemonade no boba medium,14.0,46.27,52.5,0.0,12,3.3
Last Year Oct-Mar,Clonmel,Fruit tea,Mango Iced Teas,33.0,101.38,124.65,0.0,30,3.07
Last Year Oct-Mar,Clonmel,Fruit tea,Mango Passion Lemonade,10.0,34.38,42.29,-5.11,9,3.44
Last Year Oct-Mar,Clonmel,Fruit tea,Mango Soda (NEW),47.0,185.48,228.19,-5.66,45,3.95
Last Year Oct-Mar,Clonmel,Fruit tea,Passion black tea,6.0,22.46,27.6,0.0,6,3.74
Last Year Oct-Mar,Clonmel,Fruit tea,Peach iced tea,3.0,10.17,12.51,-1.14,3,3.39
Last Year Oct-Mar,Clonmel,Fruit tea,Starboy,112.0,400.37,546.33,-9.3,96,3.57
Last Year Oct-Mar,Clonmel,Fruit tea,Strawberry Lemonade,284.0,1111.98,1367.94,-16.56,250,3.92
Last Year Oct-Mar,Clonmel,Fruit tea,Strawberry Passion lemonade,200.0,813.91,1001.64,-22.26,176,4.07
Last Year Oct-Mar,Clonmel,Fruit tea,Watermelon Lemonade,216.0,849.81,1045.23,-10.47,197,3.93
Last Year Oct-Mar,Clonmel,Fruit tea,mango passion Fruit Tea,1.0,4.65,4.65,0.0,1,4.65
Last Year Oct-Mar,Clonmel,Milk tea,Mango Milk tea,7.0,31.57,31.57,-2.78,7,4.51
Last Year Oct-Mar,Clonmel,Milk tea,Matcha Latte,110.0,549.61,549.61,-3.79,108,5.0
Last Year Oct-Mar,Clonmel,Milk tea,Oat matcha latte HOT (no boba),1.0,4.85,4.85,0.0,1,4.85
Last Year Oct-Mar,Clonmel,Milk tea,Original milk tea,218.0,1078.05,1078.05,-21.65,188,4.95
Last Year Oct-Mar,Clonmel,Milk tea,Strawberry Sunset,172.0,864.3,864.3,-7.2,159,5.02
Last Year Oct-Mar,Clonmel,Milk tea,Strawberry milk tea,18.0,90.9,90.9,0.0,18,5.05
Last Year Oct-Mar,Clonmel,Milk tea,Taro milk tea,132.0,659.82,659.82,-1.48,106,5.0
Last Year Oct-Mar,Clonmel,Milk tea,Thai tea,1.0,5.65,5.65,0.0,1,5.65
Last Year Oct-Mar,Clonmel,Milk tea,Tiger Milk,149.0,653.32,740.16,-15.44,135,4.38
Last Year Oct-Mar,Clonmel,Namo Plus,Cinnamon Bun Latte,3.0,13.5,13.5,0.0,3,4.5
Last Year Oct-Mar,Clonmel,Namo Plus,Mango Passionfruit smoothie,44.0,256.2,256.2,-3.1,41,5.82
Last Year Oct-Mar,Clonmel,Namo Plus,Star boy,147.0,560.76,755.8,-4.85,125,3.81
Last Year Oct-Mar,Clonmel,Namo Plus,Starboy,196.0,775.38,953.73,-4.65,168,3.96
Last Year Oct-Mar,Clonmel,Namo Plus,Strawberry Dream,22.0,126.5,126.5,0.0,21,5.75
Last Year Oct-Mar,Clonmel,Smoothies,Dragonfruit Strawberry,4.0,25.7,25.7,0.0,4,6.43
Last Year Oct-Mar,Clonmel,Smoothies,Dream,1.0,5.75,5.75,0.0,1,5.75
Last Year Oct-Mar,Clonmel,Smoothies,Mango Passionfruit smoothie,77.0,450.1,450.1,-8.85,69,5.85
Last Year Oct-Mar,Clonmel,Specials,Cinema deal (mon - wed),12.0,175.64,199.35,0.0,8,14.64
Last Year Oct-Mar,Clonmel,Specials,Enchiladas,52.0,512.34,581.55,-12.15,50,9.85
Last Year Oct-Mar,Clonmel,Specials,Loaded Chipotle Wedges,95.0,886.83,1006.65,-45.75,91,9.34
Last Year Oct-Mar,Clonmel,Specials,Pink velvet (coffee),16.0,73.05,73.05,-4.75,16,4.57
Last Year Oct-Mar,Clonmel,Specials,Piñalada,6.0,29.7,29.7,0.0,6,4.95
Last Year Oct-Mar,Clonmel,Specials,Quesadilla,256.0,2547.36,2891.6,-11.7,248,9.95
Last Year Oct-Mar,Clonmel,Specials,Straw Matcha,4.0,19.9,19.9,0.0,4,4.97
Last Year Oct-Mar,Clonmel,Specials,Strawberry red velvet milk t,23.0,81.65,111.44,-1.41,22,3.55
Last Year Oct-Mar,Clonmel,Specials,strawberry pinalada,79.0,402.3,402.3,-1.2,73,5.09
Last Year Oct-Mar,Kilkenny Mexican,Coffee & more,Cinnamel Latte,1.0,0.0,0.0,-4.65,1,0.0
Last Year Oct-Mar,Kilkenny Mexican,Specials,Cinema deal (mon - wed),7.0,101.75,115.5,0.0,4,14.54
Last Year Oct-Mar,Kilkenny Mexican,Specials,Enchiladas,40.0,411.25,466.8,0.0,37,10.28
Last Year Oct-Mar,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,173.0,1714.7,1946.45,-53.0,169,9.91
Last Year Oct-Mar,Kilkenny Mexican,Specials,Quesadilla,346.0,3545.14,4024.05,-32.0,310,10.25
Last Year Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,205.0,1748.1,1748.1,0.0,180,8.53
Last Year Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,FruitNinja,1.0,8.0,8.0,0.0,1,8.0
Last Year Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,9.0,72.0,72.0,0.0,9,8.0
Last Year Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,Medium Acai Bowl,692.0,4559.06,4715.58,-9.62,544,6.59
Last Year Oct-Mar,Kilkenny Plus,Acai bowls & Smoothies,Small Acai Bowl,144.0,814.14,814.14,-2.76,136,5.65
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Americano,38.0,129.5,129.5,-3.5,38,3.41
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Bueno iced latte,86.0,422.75,422.75,-14.55,78,4.92
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Cappuccino,82.0,296.35,296.35,-3.65,73,3.61
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Chai latte,2.0,9.3,9.3,0.0,2,4.65
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Cinnamel Latte,16.0,81.6,81.6,0.0,11,5.1
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Dirty Chai,1.0,4.85,4.85,0.0,1,4.85
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Espresso,3.0,7.5,7.5,0.0,3,2.5
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Flat white,5.0,10.05,10.05,-6.7,4,2.01
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Frappé,3.0,16.8,16.8,0.0,3,5.6
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Hot Choc,7.0,24.23,24.23,-0.87,7,3.46
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Iced Americano,4.0,19.9,19.9,0.0,4,4.97
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Iced Vanilla cold cap,8.0,40.6,40.6,0.0,8,5.08
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Iced caramel latte,81.0,407.99,407.99,-1.21,79,5.04
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Latte,92.0,351.02,351.02,-2.48,86,3.82
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Pistachio latte,9.0,44.94,44.94,-1.21,8,4.99
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,Toasted brown sugar,65.0,334.14,334.14,-1.21,60,5.14
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,White chocolate mocha,36.0,173.78,173.78,-3.72,32,4.83
Last Year Oct-Mar,Kilkenny Plus,Coffee & more,hot chocolate,2.0,9.0,9.0,0.0,2,4.5
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Apple Soda,28.0,112.27,138.1,-1.01,23,4.01
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Apple lemonade tea,179.0,691.02,850.0,-9.2,157,3.86
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Lemonade no boba medium,59.0,198.73,225.75,0.0,55,3.37
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Mango Iced Teas,32.0,101.25,124.5,0.0,27,3.16
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,30.0,119.97,147.6,0.0,26,4.0
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Mango Soda (NEW),41.0,155.58,191.4,-4.65,30,3.79
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Passion black tea,7.0,21.73,26.7,-4.3,6,3.1
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Peach iced tea,14.0,55.45,68.2,0.0,14,3.96
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Strawberry Lemonade,332.0,1268.79,1560.7,-16.1,295,3.82
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,136.0,546.25,672.3,-15.6,129,4.02
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,Watermelon Lemonade,228.0,879.03,1081.1,0.0,198,3.86
Last Year Oct-Mar,Kilkenny Plus,Fruit tea,mango passion Fruit Tea,7.0,34.35,34.35,0.0,7,4.91
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Honeydew MT,7.0,34.35,34.35,0.0,7,4.91
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Mango Milk tea,59.0,271.8,271.8,-24.15,52,4.61
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Matcha Latte,91.0,448.52,448.52,-7.13,86,4.93
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Original Oolong,1.0,5.65,5.65,0.0,1,5.65
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Original milk tea,393.0,1930.44,1930.44,-28.51,336,4.91
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Strawberry Sunset,239.0,1162.6,1162.6,-24.0,219,4.86
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Strawberry milk tea,34.0,170.95,170.95,-4.75,33,5.03
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Taro milk tea,124.0,600.29,600.29,-5.81,108,4.84
Last Year Oct-Mar,Kilkenny Plus,Milk tea,Tiger Milk,199.0,984.74,984.74,-6.41,178,4.95
Last Year Oct-Mar,Kilkenny Plus,Namo Plus,Cinnamon Bun,1.0,4.5,4.5,0.0,1,4.5
Last Year Oct-Mar,Kilkenny Plus,Namo Plus,Cinnamon Bun Latte,5.0,22.5,22.5,0.0,5,4.5
Last Year Oct-Mar,Kilkenny Plus,Namo Plus,Mango Passionfruit smoothie,22.0,127.4,127.4,0.0,19,5.79
Last Year Oct-Mar,Kilkenny Plus,Namo Plus,Starboy,704.0,2740.23,3370.6,-37.86,601,3.89
Last Year Oct-Mar,Kilkenny Plus,Namo Plus,Strawberry Dream,22.0,126.5,126.5,0.0,16,5.75
Last Year Oct-Mar,Kilkenny Plus,Smoothies,Dragonfruit Strawberry,29.0,169.45,169.45,0.0,23,5.84
Last Year Oct-Mar,Kilkenny Plus,Smoothies,Dream,28.0,164.73,164.73,-0.57,25,5.88
Last Year Oct-Mar,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,47.0,261.38,261.38,-20.57,42,5.56
Last Year Oct-Mar,Kilkenny Plus,Specials,Pink velvet (coffee),25.0,116.41,116.41,-5.94,23,4.66
Last Year Oct-Mar,Kilkenny Plus,Specials,Piñalada,64.0,314.8,314.8,-1.2,62,4.92
Last Year Oct-Mar,Kilkenny Plus,Specials,Straw Matcha,54.0,266.42,266.42,-2.38,54,4.93
Last Year Oct-Mar,Kilkenny Plus,Specials,Strawberry red velvet milk t,15.0,52.86,72.15,0.0,13,3.52
Last Year Oct-Mar,Kilkenny Plus,Specials,strawberry pinalada,9.0,47.7,47.7,0.0,9,5.3
